2022-08-29 19:49:07,656 - __main__ - INFO - Experimental details:
2022-08-29 19:49:07,656 - __main__ - INFO -     Number of Users : 10
2022-08-29 19:49:07,656 - __main__ - INFO -     Epochs     : 10
2022-08-29 19:49:07,656 - __main__ - INFO -     Optimizer : sgd
2022-08-29 19:49:07,656 - __main__ - INFO -     Learning Rate : 1e-06
2022-08-29 19:49:07,656 - __main__ - INFO -     Multi Model : False
2022-08-29 19:49:07,656 - __main__ - INFO -     Dataset : FMNIST
2022-08-29 19:49:07,656 - __main__ - INFO -     Non-IID#3
2022-08-29 19:49:07,656 - __main__ - INFO -     Batch size   : 40
2022-08-29 19:49:18,331 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 25/120, Acc: 7.9%, Loss: 2.7737
2022-08-29 19:49:18,814 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 50/120, Acc: 9.0%, Loss: 2.765
2022-08-29 19:49:19,294 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 75/120, Acc: 8.4333%, Loss: 2.8204
2022-08-29 19:49:19,797 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 100/120, Acc: 8.8%, Loss: 2.7438
2022-08-29 19:49:20,722 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 25/120, Acc: 9.6%, Loss: 2.7136
2022-08-29 19:49:21,280 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 50/120, Acc: 10.05%, Loss: 2.6737
2022-08-29 19:49:21,832 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 75/120, Acc: 9.4%, Loss: 2.6947
2022-08-29 19:49:22,462 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 100/120, Acc: 9.725%, Loss: 2.6471
2022-08-29 19:49:23,467 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 25/120, Acc: 11.6%, Loss: 2.6153
2022-08-29 19:49:24,032 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 50/120, Acc: 11.85%, Loss: 2.5529
2022-08-29 19:49:24,598 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 75/120, Acc: 11.7333%, Loss: 2.5973
2022-08-29 19:49:25,189 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 100/120, Acc: 11.725%, Loss: 2.5535
2022-08-29 19:49:26,091 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 25/120, Acc: 11.7%, Loss: 2.5705
2022-08-29 19:49:26,576 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 50/120, Acc: 12.3%, Loss: 2.5412
2022-08-29 19:49:27,092 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 75/120, Acc: 12.1%, Loss: 2.5385
2022-08-29 19:49:27,582 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 100/120, Acc: 12.675%, Loss: 2.4718
2022-08-29 19:49:28,455 - __main__ - INFO - Device: 1, Epoch: 5/10, Step: 25/120, Acc: 13.8%, Loss: 2.4829
