2022-09-01 10:52:53,065 - __main__ - INFO - Experimental details:
2022-09-01 10:52:53,065 - __main__ - INFO -     Number of Users : 10
2022-09-01 10:52:53,065 - __main__ - INFO -     Epochs     : 10
2022-09-01 10:52:53,065 - __main__ - INFO -     Optimizer : sgd
2022-09-01 10:52:53,065 - __main__ - INFO -     Learning Rate : 1e-06
2022-09-01 10:52:53,065 - __main__ - INFO -     Multi Model : True
2022-09-01 10:52:53,065 - __main__ - INFO -     Dataset : FMNIST
2022-09-01 10:52:53,065 - __main__ - INFO -     Non-IID#1
2022-09-01 10:52:53,065 - __main__ - INFO -     Batch size   : 40
2022-09-01 10:53:04,562 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 25/120, Acc: 1.9%, Loss: 3.0484
2022-09-01 10:53:05,007 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 50/120, Acc: 2.1%, Loss: 2.9773
2022-09-01 10:53:05,492 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 75/120, Acc: 2.4%, Loss: 2.8475
2022-09-01 10:53:05,968 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 100/120, Acc: 2.85%, Loss: 2.7421
2022-09-01 10:53:06,792 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 25/120, Acc: 6.9%, Loss: 2.5886
2022-09-01 10:53:07,253 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 50/120, Acc: 8.05%, Loss: 2.5056
2022-09-01 10:53:07,691 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 75/120, Acc: 9.0%, Loss: 2.4149
2022-09-01 10:53:08,152 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 100/120, Acc: 9.875%, Loss: 2.3166
2022-09-01 10:53:08,961 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 25/120, Acc: 19.6%, Loss: 2.1588
2022-09-01 10:53:09,411 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 50/120, Acc: 21.2%, Loss: 2.0794
2022-09-01 10:53:09,862 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 75/120, Acc: 22.5333%, Loss: 1.9897
2022-09-01 10:53:10,302 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 100/120, Acc: 24.125%, Loss: 1.9134
2022-09-01 10:53:11,102 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 25/120, Acc: 40.3%, Loss: 1.7791
2022-09-01 10:53:11,555 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 50/120, Acc: 41.75%, Loss: 1.7155
2022-09-01 10:53:12,013 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 75/120, Acc: 44.1333%, Loss: 1.6455
