2022-11-17 15:21:31,378 - __main__ - INFO - Experimental details:
2022-11-17 15:21:31,378 - __main__ - INFO -     Number of Users : 10
2022-11-17 15:21:31,378 - __main__ - INFO -     Epochs     : 10
2022-11-17 15:21:31,378 - __main__ - INFO -     Optimizer : sgd
2022-11-17 15:21:31,378 - __main__ - INFO -     Learning Rate : 5e-06
2022-11-17 15:21:31,378 - __main__ - INFO -     Multi Model : True
2022-11-17 15:21:31,378 - __main__ - INFO -     Dataset : CINIC
2022-11-17 15:21:31,378 - __main__ - INFO -     Non-IID#1
2022-11-17 15:21:31,379 - __main__ - INFO -     Batch size   : 40
2022-11-17 15:23:22,336 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 25/179, Acc: 8.2%, Loss: 2.8835
2022-11-17 15:23:23,101 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 50/179, Acc: 8.9%, Loss: 2.905
2022-11-17 15:23:23,865 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 75/179, Acc: 9.3%, Loss: 2.7966
2022-11-17 15:23:24,630 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 100/179, Acc: 9.525%, Loss: 2.8079
2022-11-17 15:23:25,395 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 125/179, Acc: 9.64%, Loss: 2.7294
2022-11-17 15:23:26,158 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 150/179, Acc: 9.9667%, Loss: 2.6787
2022-11-17 15:23:26,921 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 175/179, Acc: 10.1429%, Loss: 2.6781
2022-11-17 15:23:27,965 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 25/179, Acc: 11.5%, Loss: 2.6017
2022-11-17 15:23:28,733 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 50/179, Acc: 11.5%, Loss: 2.5938
2022-11-17 15:23:29,492 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 75/179, Acc: 11.6333%, Loss: 2.5999
2022-11-17 15:23:30,252 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 100/179, Acc: 11.75%, Loss: 2.5816
2022-11-17 15:23:31,011 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 125/179, Acc: 11.66%, Loss: 2.5331
2022-11-17 15:23:31,771 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 150/179, Acc: 11.5167%, Loss: 2.5513
2022-11-17 15:23:32,530 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 175/179, Acc: 11.6857%, Loss: 2.4894
2022-11-17 15:23:33,413 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 25/179, Acc: 11.6%, Loss: 2.5261
2022-11-17 15:23:34,173 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 50/179, Acc: 12.2%, Loss: 2.5118
2022-11-17 15:23:34,931 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 75/179, Acc: 12.0667%, Loss: 2.4916
2022-11-17 15:23:35,735 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 100/179, Acc: 12.075%, Loss: 2.4778
2022-11-17 15:23:36,496 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 125/179, Acc: 12.18%, Loss: 2.4193
2022-11-17 15:23:37,258 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 150/179, Acc: 12.7167%, Loss: 2.4183
2022-11-17 15:23:38,019 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 175/179, Acc: 12.9286%, Loss: 2.4008
2022-11-17 15:23:38,974 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 25/179, Acc: 14.3%, Loss: 2.4151
2022-11-17 15:23:39,728 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 50/179, Acc: 13.95%, Loss: 2.405
