2022-11-10 23:36:38,952 - __main__ - INFO - Experimental details:
2022-11-10 23:36:38,953 - __main__ - INFO -     Number of Users : 10
2022-11-10 23:36:38,953 - __main__ - INFO -     Epochs     : 10
2022-11-10 23:36:38,953 - __main__ - INFO -     Optimizer : sgd
2022-11-10 23:36:38,953 - __main__ - INFO -     Learning Rate : 5e-06
2022-11-10 23:36:38,953 - __main__ - INFO -     Multi Model : True
2022-11-10 23:36:38,953 - __main__ - INFO -     Dataset : CIFAR
2022-11-10 23:36:38,953 - __main__ - INFO -     Non-IID#2
2022-11-10 23:36:38,953 - __main__ - INFO -     Batch size   : 40
2022-11-10 23:36:49,519 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 25/100, Acc: 10.6%, Loss: 2.493
2022-11-10 23:36:50,164 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 50/100, Acc: 13.7%, Loss: 2.2805
2022-11-10 23:36:50,808 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 75/100, Acc: 17.0667%, Loss: 2.095
2022-11-10 23:36:51,451 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 100/100, Acc: 20.3713%, Loss: 1.9281
2022-11-10 23:36:52,252 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 25/100, Acc: 40.8%, Loss: 1.7561
2022-11-10 23:36:52,896 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 50/100, Acc: 45.05%, Loss: 1.589
2022-11-10 23:36:53,536 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 75/100, Acc: 47.6667%, Loss: 1.4853
2022-11-10 23:36:54,174 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 100/100, Acc: 50.4516%, Loss: 1.3759
2022-11-10 23:36:54,815 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 25/100, Acc: 59.1%, Loss: 1.2955
2022-11-10 23:36:55,456 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 50/100, Acc: 61.3%, Loss: 1.2229
2022-11-10 23:36:56,096 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 75/100, Acc: 62.8%, Loss: 1.1476
2022-11-10 23:36:56,734 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 100/100, Acc: 63.2965%, Loss: 1.1069
