2022-11-09 23:16:08,551 - __main__ - INFO - Experimental details:
2022-11-09 23:16:08,551 - __main__ - INFO -     Number of Users : 10
2022-11-09 23:16:08,551 - __main__ - INFO -     Epochs     : 10
2022-11-09 23:16:08,552 - __main__ - INFO -     Optimizer : sgd
2022-11-09 23:16:08,552 - __main__ - INFO -     Learning Rate : 5e-06
2022-11-09 23:16:08,552 - __main__ - INFO -     Multi Model : True
2022-11-09 23:16:08,552 - __main__ - INFO -     Dataset : CINIC
2022-11-09 23:16:08,552 - __main__ - INFO -     Non-IID#2
2022-11-09 23:16:08,552 - __main__ - INFO -     Batch size   : 40
2022-11-09 23:17:53,766 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 25/225, Acc: 9.2%, Loss: 2.68
2022-11-09 23:17:54,527 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 50/225, Acc: 11.5%, Loss: 2.4527
2022-11-09 23:17:55,284 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 75/225, Acc: 14.1667%, Loss: 2.262
2022-11-09 23:17:56,135 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 100/225, Acc: 18.725%, Loss: 1.9755
2022-11-09 23:17:56,935 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 125/225, Acc: 22.16%, Loss: 1.9002
2022-11-09 23:17:57,691 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 150/225, Acc: 25.3167%, Loss: 1.7214
2022-11-09 23:17:58,446 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 175/225, Acc: 28.1286%, Loss: 1.585
2022-11-09 23:17:59,202 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 200/225, Acc: 30.9875%, Loss: 1.4991
2022-11-09 23:17:59,958 - __main__ - INFO - Device: 1, Epoch: 1/10, Step: 225/225, Acc: 33.7889%, Loss: 1.3695
2022-11-09 23:18:00,871 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 25/225, Acc: 59.0%, Loss: 1.317
2022-11-09 23:18:01,629 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 50/225, Acc: 60.05%, Loss: 1.2009
2022-11-09 23:18:02,389 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 75/225, Acc: 61.2%, Loss: 1.179
2022-11-09 23:18:03,156 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 100/225, Acc: 62.975%, Loss: 1.0907
2022-11-09 23:18:03,926 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 125/225, Acc: 63.8%, Loss: 1.0674
2022-11-09 23:18:04,695 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 150/225, Acc: 64.8167%, Loss: 1.0005
2022-11-09 23:18:05,462 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 175/225, Acc: 65.1857%, Loss: 0.9871
2022-11-09 23:18:06,229 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 200/225, Acc: 65.9875%, Loss: 0.9342
2022-11-09 23:18:06,996 - __main__ - INFO - Device: 1, Epoch: 2/10, Step: 225/225, Acc: 66.4444%, Loss: 0.9066
2022-11-09 23:18:07,771 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 25/225, Acc: 72.1%, Loss: 0.8614
2022-11-09 23:18:08,546 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 50/225, Acc: 72.6%, Loss: 0.8525
2022-11-09 23:18:09,317 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 75/225, Acc: 73.0333%, Loss: 0.834
2022-11-09 23:18:10,087 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 100/225, Acc: 72.85%, Loss: 0.8046
2022-11-09 23:18:10,856 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 125/225, Acc: 73.3%, Loss: 0.7952
2022-11-09 23:18:11,627 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 150/225, Acc: 73.2833%, Loss: 0.7786
2022-11-09 23:18:12,397 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 175/225, Acc: 73.6429%, Loss: 0.7375
2022-11-09 23:18:13,167 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 200/225, Acc: 73.75%, Loss: 0.7417
2022-11-09 23:18:13,936 - __main__ - INFO - Device: 1, Epoch: 3/10, Step: 225/225, Acc: 73.7333%, Loss: 0.7387
2022-11-09 23:18:14,707 - __main__ - INFO - Device: 1, Epoch: 4/10, Step: 25/225, Acc: 77.9%, Loss: 0.7039
